ID,VERSION,DISPLAY_DATE,HOME,DATE_PUBLISHED,DISPLAY_AUTHOR,LAST_UPDATED,FEATURED,DELETED,AUTHOR_ID,CATEGORY,PUBLISH_STATE,DATE_CREATED
1,1,false,false,null,false,'2010-02-18 15:15:19.615',false,false,2,V,Unpublished,'2010-01-15 15:46:55.576'
2,1,false,false,null,false,'2010-02-18 15:15:19.615',false,false,2,V,Unpublished,'2010-01-15 15:46:55.576'
